month_key,fiscal_year,fiscal_month,fiscal_month_no,fiscal_quarter,weeks_in_month,channel_key,channel,division,department,plan_version,plan_sales_dollars,plan_sales_units,plan_aur,plan_markdown_dollars,plan_shrink_dollars,plan_gross_margin_pct,plan_gross_margin_dollars,plan_bom_retail,plan_eom_retail,plan_receipts_retail,plan_receipts_cost,plan_weeks_of_supply,plan_turn
FY2025-09,2025,Oct,9,Q3,4,STORE,Retail Stores,Baby,Accessories,Current Plan,12951.38,519,24.97,1495.72,116.56,0.5245,6793.16,28042.44,37211.83,23733.06,8543.9,8.7,0.397
FY2025-10,2025,Nov,10,Q4,4,STORE,Retail Stores,Baby,Accessories,Current Plan,18632.95,746,24.97,1671.41,167.7,0.5503,10253.68,37211.83,56731.02,39991.23,14396.84,8.0,0.397
FY2025-11,2025,Dec,11,Q4,5,STORE,Retail Stores,Baby,Accessories,Current Plan,19400.15,777,24.97,1776.15,174.6,0.5484,10639.95,56731.02,43909.32,8529.21,3070.51,14.6,0.386
FY2025-12,2025,Jan,12,Q4,4,STORE,Retail Stores,Baby,Accessories,Current Plan,7881.2,316,24.97,947.47,70.93,0.5198,4096.5,43909.32,35009.72,0.0,0.0,22.3,0.2
FY2026-01,2026,Feb,1,Q1,4,STORE,Retail Stores,Baby,Accessories,Current Plan,11257.9,451,24.97,1290.52,101.32,0.5254,5914.54,35009.72,31201.68,8841.7,3183.01,12.4,0.34
FY2026-02,2026,Mar,2,Q1,5,STORE,Retail Stores,Baby,Accessories,Current Plan,16485.42,660,24.97,1947.94,148.37,0.5218,8602.73,31201.68,37569.44,24949.48,8981.81,9.5,0.479
FY2026-03,2026,Apr,3,Q1,4,STORE,Retail Stores,Baby,Accessories,Current Plan,18602.29,745,24.97,1829.65,167.42,0.5416,10075.81,37569.44,55227.64,38257.56,13772.72,8.1,0.401
FY2026-04,2026,May,4,Q2,4,STORE,Retail Stores,Baby,Accessories,Current Plan,16991.35,681,24.97,1759.23,152.92,0.5365,9115.24,55227.64,47462.56,11138.42,4009.83,13.0,0.331
FY2026-05,2026,Jun,5,Q2,5,STORE,Retail Stores,Baby,Accessories,Current Plan,15145.42,607,24.97,1414.29,136.31,0.5466,8278.78,47462.56,34077.8,3311.26,1192.05,15.7,0.371
FY2026-06,2026,Jul,6,Q2,4,STORE,Retail Stores,Baby,Accessories,Current Plan,12954.33,519,24.97,1274.47,116.59,0.5416,7016.3,34077.8,36271.33,16538.92,5954.01,10.5,0.368
FY2026-07,2026,Aug,7,Q3,4,STORE,Retail Stores,Baby,Accessories,Current Plan,13949.46,559,24.97,1506.28,125.55,0.532,7421.37,36271.33,40733.16,20043.12,7215.52,10.4,0.362
FY2026-08,2026,Sep,8,Q3,5,STORE,Retail Stores,Baby,Accessories,Current Plan,14669.58,588,24.97,1490.02,132.03,0.5384,7898.51,40733.16,33950.86,9509.33,3423.36,13.9,0.393
FY2026-09,2026,Oct,9,Q3,4,STORE,Retail Stores,Baby,Accessories,Current Plan,15393.93,617,24.97,1570.21,138.55,0.538,8281.91,33950.86,42533.07,25684.89,9246.56,8.8,0.403
FY2026-10,2026,Nov,10,Q4,4,STORE,Retail Stores,Baby,Accessories,Current Plan,21823.24,874,24.97,2362.76,196.41,0.5317,11604.11,42533.07,60372.15,42221.5,15199.74,7.8,0.424
FY2026-11,2026,Dec,11,Q4,5,STORE,Retail Stores,Baby,Accessories,Current Plan,24238.57,971,24.97,2775.16,218.15,0.5255,12737.53,60372.15,55118.92,21978.65,7912.31,12.5,0.42
FY2026-12,2026,Jan,12,Q4,4,STORE,Retail Stores,Baby,Accessories,Current Plan,9903.99,397,24.97,1173.6,89.14,0.5215,5164.95,55118.92,43952.2,0.0,0.0,22.3,0.2
FY2024-01,2024,Feb,1,Q1,4,WHSL,Wholesale,Baby,Accessories,Original Plan,14361.68,751,19.12,296.72,14.36,0.4593,6596.89,14517.25,13860.03,14015.53,7288.08,4.0,1.012
FY2024-02,2024,Mar,2,Q1,5,WHSL,Wholesale,Baby,Accessories,Original Plan,12045.28,630,19.12,242.6,12.05,0.4599,5539.14,13860.03,9457.2,7897.1,4106.49,5.8,1.033
FY2024-03,2024,Apr,3,Q1,4,WHSL,Wholesale,Baby,Accessories,Original Plan,5744.67,300,19.12,131.95,5.74,0.457,2625.49,9457.2,5955.33,2380.49,1237.85,6.6,0.745
FY2024-04,2024,May,4,Q2,4,WHSL,Wholesale,Baby,Accessories,Original Plan,5096.08,266,19.12,96.64,5.1,0.461,2349.48,5955.33,5306.32,4548.81,2365.38,4.7,0.905
FY2024-05,2024,Jun,5,Q2,5,WHSL,Wholesale,Baby,Accessories,Original Plan,12508.56,654,19.12,221.87,12.51,0.4623,5782.23,5306.32,9743.23,17179.85,8933.52,2.1,1.662
FY2024-06,2024,Jul,6,Q2,4,WHSL,Wholesale,Baby,Accessories,Original Plan,13157.15,688,19.12,254.98,13.16,0.4606,6060.45,9743.23,13231.6,16913.65,8795.1,3.0,1.145
FY2024-07,2024,Aug,7,Q3,4,WHSL,Wholesale,Baby,Accessories,Original Plan,6485.92,339,19.12,127.15,6.49,0.4604,2986.09,13231.6,6612.04,0.0,0.0,8.2,0.654
FY2024-08,2024,Sep,8,Q3,5,WHSL,Wholesale,Baby,Accessories,Original Plan,9728.88,509,19.12,185.55,9.73,0.4609,4484.31,6612.04,7548.38,10860.5,5647.46,3.4,1.374
FY2024-09,2024,Oct,9,Q3,4,WHSL,Wholesale,Baby,Accessories,Original Plan,12786.53,669,19.12,285.28,12.79,0.4577,5852.25,7548.38,12376.35,17912.56,9314.53,2.4,1.283
FY2024-10,2024,Nov,10,Q4,4,WHSL,Wholesale,Baby,Accessories,Original Plan,7875.76,412,19.12,159.15,7.88,0.4598,3621.22,12376.35,7451.15,3117.58,1621.14,6.3,0.794
FY2024-11,2024,Dec,11,Q4,5,WHSL,Wholesale,Baby,Accessories,Original Plan,5559.36,291,19.12,119.97,5.56,0.4584,2548.52,7451.15,4507.64,2741.38,1425.52,6.7,0.93
FY2024-12,2024,Jan,12,Q4,4,WHSL,Wholesale,Baby,Accessories,Original Plan,5837.33,305,19.12,114.34,5.84,0.4604,2687.58,4507.64,5820.84,7270.7,3780.77,3.1,1.13
FY2025-01,2025,Feb,1,Q1,4,WHSL,Wholesale,Baby,Accessories,Original Plan,16372.31,856,19.12,360.72,16.37,0.458,7497.99,5820.84,17189.98,28118.55,14621.64,1.4,1.423
FY2025-02,2025,Mar,2,Q1,5,WHSL,Wholesale,Baby,Accessories,Original Plan,13731.62,718,19.12,297.9,13.73,0.4583,6293.28,17189.98,10476.03,7329.29,3811.23,6.3,0.993
FY2025-03,2025,Apr,3,Q1,4,WHSL,Wholesale,Baby,Accessories,Original Plan,6548.92,342,19.12,129.77,6.55,0.4602,3013.71,10476.03,6265.27,2474.48,1286.73,6.4,0.782
FY2025-04,2025,May,4,Q2,4,WHSL,Wholesale,Baby,Accessories,Original Plan,5809.53,304,19.12,130.34,5.81,0.4576,2658.23,6265.27,5498.85,5179.26,2693.22,4.3,0.988
FY2025-05,2025,Jun,5,Q2,5,WHSL,Wholesale,Baby,Accessories,Original Plan,14259.76,746,19.12,311.6,14.26,0.4581,6533.08,5498.85,11114.5,20201.27,10504.66,1.9,1.717
FY2025-06,2025,Jul,6,Q2,4,WHSL,Wholesale,Baby,Accessories,Original Plan,14999.15,784,19.12,264.04,15.0,0.4624,6935.55,11114.5,14779.73,18943.42,9850.58,3.0,1.158
FY2025-07,2025,Aug,7,Q3,4,WHSL,Wholesale,Baby,Accessories,Original Plan,7393.95,387,19.12,140.47,7.39,0.461,3408.63,14779.73,7375.83,137.91,71.71,8.0,0.667
FY2025-08,2025,Sep,8,Q3,5,WHSL,Wholesale,Baby,Accessories,Original Plan,11090.92,580,19.12,242.74,11.09,0.4581,5080.9,7375.83,8925.75,12894.67,6705.23,3.3,1.361
FY2025-09,2025,Oct,9,Q3,4,WHSL,Wholesale,Baby,Accessories,Original Plan,14576.64,762,19.12,260.19,14.58,0.4622,6736.6,8925.75,13724.53,19650.18,10218.09,2.4,1.287
FY2025-10,2025,Nov,10,Q4,4,WHSL,Wholesale,Baby,Accessories,Original Plan,8978.36,469,19.12,200.75,8.98,0.4576,4108.86,13724.53,8847.29,4310.85,2241.64,6.1,0.796
FY2025-11,2025,Dec,11,Q4,5,WHSL,Wholesale,Baby,Accessories,Original Plan,6337.67,331,19.12,133.7,6.34,0.4589,2908.38,8847.29,4781.98,2412.4,1254.45,7.0,0.93
FY2025-12,2025,Jan,12,Q4,4,WHSL,Wholesale,Baby,Accessories,Original Plan,6654.55,348,19.12,114.96,6.65,0.4627,3079.23,4781.98,6642.22,8636.41,4490.93,2.9,1.165
FY2026-01,2026,Feb,1,Q1,4,WHSL,Wholesale,Baby,Accessories,Original Plan,19319.33,1010,19.12,430.15,19.32,0.4577,8843.13,6642.22,19487.55,32614.13,16959.35,1.4,1.479
FY2026-02,2026,Mar,2,Q1,5,WHSL,Wholesale,Baby,Accessories,Original Plan,16203.31,847,19.12,308.53,16.2,0.461,7469.06,19487.55,12610.45,9650.93,5018.48,6.0,1.01
FY2026-03,2026,Apr,3,Q1,4,WHSL,Wholesale,Baby,Accessories,Original Plan,7727.73,404,19.12,163.86,7.73,0.4588,3545.45,12610.45,7663.82,2952.69,1535.4,6.5,0.762
FY2026-04,2026,May,4,Q2,4,WHSL,Wholesale,Baby,Accessories,Original Plan,6855.25,358,19.12,136.41,6.86,0.4601,3154.1,7663.82,6728.07,6062.76,3152.64,4.5,0.953
FY2026-05,2026,Jun,5,Q2,5,WHSL,Wholesale,Baby,Accessories,Original Plan,16826.51,880,19.12,290.18,16.83,0.4628,7786.55,6728.07,13116.73,23522.17,12231.53,2.0,1.696
FY2026-06,2026,Jul,6,Q2,4,WHSL,Wholesale,Baby,Accessories,Original Plan,17699.0,925,19.12,371.32,17.7,0.459,8124.2,13116.73,17483.67,22454.96,11676.58,3.0,1.157
FY2026-07,2026,Aug,7,Q3,4,WHSL,Wholesale,Baby,Accessories,Original Plan,8724.86,456,19.12,195.17,8.72,0.4576,3992.76,17483.67,8647.45,92.53,48.12,8.0,0.668
FY2026-08,2026,Sep,8,Q3,5,WHSL,Wholesale,Baby,Accessories,Original Plan,13087.29,684,19.12,240.09,13.09,0.4617,6041.81,8647.45,10478.67,15171.69,7889.28,3.3,1.369
FY2026-09,2026,Oct,9,Q3,4,WHSL,Wholesale,Baby,Accessories,Original Plan,17200.43,899,19.12,307.6,17.2,0.4621,7948.61,10478.67,17393.86,24440.42,12709.02,2.4,1.234
FY2026-10,2026,Nov,10,Q4,4,WHSL,Wholesale,Baby,Accessories,Original Plan,10594.47,554,19.12,211.2,10.59,0.4601,4874.15,17393.86,10529.38,3951.78,2054.93,6.6,0.759
FY2026-11,2026,Dec,11,Q4,5,WHSL,Wholesale,Baby,Accessories,Original Plan,7478.45,391,19.12,141.1,7.48,0.4611,3448.56,10529.38,6235.04,3332.68,1733.0,7.0,0.892
FY2026-12,2026,Jan,12,Q4,4,WHSL,Wholesale,Baby,Accessories,Original Plan,7852.37,411,19.12,162.17,7.85,0.4593,3606.97,6235.04,7467.83,9255.18,4812.7,3.2,1.146
FY2024-01,2024,Feb,1,Q1,4,WHSL,Wholesale,Baby,Accessories,Current Plan,14417.4,754,19.12,283.59,14.42,0.4603,6636.76,14581.11,15010.1,15144.39,7875.08,4.0,0.974
FY2024-02,2024,Mar,2,Q1,5,WHSL,Wholesale,Baby,Accessories,Current Plan,12661.23,662,19.12,235.27,12.66,0.4614,5842.12,15010.1,9594.76,7493.81,3896.78,5.9,1.029
FY2024-03,2024,Apr,3,Q1,4,WHSL,Wholesale,Baby,Accessories,Current Plan,5749.03,301,19.12,101.95,5.75,0.4623,2657.58,9594.76,6033.27,2295.24,1193.52,6.7,0.736
FY2024-04,2024,May,4,Q2,4,WHSL,Wholesale,Baby,Accessories,Current Plan,4995.29,261,19.12,114.59,5.0,0.4571,2283.15,6033.27,5153.83,4235.44,2202.43,4.8,0.893
FY2024-05,2024,Jun,5,Q2,5,WHSL,Wholesale,Baby,Accessories,Current Plan,12563.57,657,19.12,217.57,12.56,0.4627,5812.94,5153.83,9568.59,17208.46,8948.4,2.1,1.707
FY2024-06,2024,Jul,6,Q2,4,WHSL,Wholesale,Baby,Accessories,Current Plan,12935.11,676,19.12,287.84,12.94,0.4577,5921.02,9568.59,13003.69,16670.98,8668.91,3.0,1.146
FY2024-07,2024,Aug,7,Q3,4,WHSL,Wholesale,Baby,Accessories,Current Plan,6579.15,344,19.12,128.16,6.58,0.4605,3029.83,13003.69,6289.8,0.0,0.0,7.9,0.682
FY2024-08,2024,Sep,8,Q3,5,WHSL,Wholesale,Baby,Accessories,Current Plan,9633.09,504,19.12,180.48,9.63,0.4613,4443.41,6289.8,7354.12,10887.52,5661.51,3.3,1.412
FY2024-09,2024,Oct,9,Q3,4,WHSL,Wholesale,Baby,Accessories,Current Plan,13063.88,683,19.12,223.33,13.06,0.4629,6047.34,7354.12,13069.16,19015.32,9887.97,2.3,1.279
FY2024-10,2024,Nov,10,Q4,4,WHSL,Wholesale,Baby,Accessories,Current Plan,7999.69,418,19.12,154.03,8.0,0.4607,3685.82,13069.16,8171.6,3264.15,1697.36,6.5,0.753
FY2024-11,2024,Dec,11,Q4,5,WHSL,Wholesale,Baby,Accessories,Current Plan,5463.19,286,19.12,116.6,5.46,0.4587,2505.73,8171.6,4380.28,1793.94,932.85,7.5,0.87
FY2024-12,2024,Jan,12,Q4,4,WHSL,Wholesale,Baby,Accessories,Current Plan,5852.85,306,19.12,123.53,5.85,0.4589,2685.84,4380.28,5764.64,7366.59,3830.63,3.0,1.154
FY2025-01,2025,Feb,1,Q1,4,WHSL,Wholesale,Baby,Accessories,Current Plan,17231.49,901,19.12,325.24,17.23,0.4611,7945.88,5764.64,17684.94,29494.26,15337.02,1.3,1.47
FY2025-02,2025,Mar,2,Q1,5,WHSL,Wholesale,Baby,Accessories,Current Plan,14182.98,742,19.12,295.21,14.18,0.4592,6512.62,17684.94,11965.54,8772.96,4561.94,6.2,0.957
FY2025-03,2025,Apr,3,Q1,4,WHSL,Wholesale,Baby,Accessories,Current Plan,6598.25,345,19.12,130.22,6.6,0.4603,3036.94,11965.54,6897.55,1667.08,866.88,7.3,0.7
FY2025-04,2025,May,4,Q2,4,WHSL,Wholesale,Baby,Accessories,Current Plan,5928.44,310,19.12,117.32,5.93,0.4602,2728.33,6897.55,6108.21,5262.35,2736.42,4.7,0.912
FY2025-05,2025,Jun,5,Q2,5,WHSL,Wholesale,Baby,Accessories,Current Plan,14022.65,733,19.12,269.81,14.02,0.4608,6461.06,6108.21,11132.88,19331.16,10052.2,2.2,1.627
FY2025-06,2025,Jul,6,Q2,4,WHSL,Wholesale,Baby,Accessories,Current Plan,15357.56,803,19.12,327.1,15.36,0.4587,7044.53,11132.88,16109.96,20677.1,10752.09,2.9,1.127
FY2025-07,2025,Aug,7,Q3,4,WHSL,Wholesale,Baby,Accessories,Current Plan,7385.87,386,19.12,166.4,7.39,0.4575,3378.81,16109.96,8550.3,0.0,0.0,8.7,0.599
FY2025-08,2025,Sep,8,Q3,5,WHSL,Wholesale,Baby,Accessories,Current Plan,10981.95,574,19.12,187.97,10.98,0.4629,5083.37,8550.3,8389.45,11020.05,5730.43,3.9,1.297
FY2025-09,2025,Oct,9,Q3,4,WHSL,Wholesale,Baby,Accessories,Current Plan,14007.11,732,19.12,288.25,14.01,0.4594,6435.16,8389.45,14741.29,20661.2,10743.83,2.4,1.211
FY2025-10,2025,Nov,10,Q4,4,WHSL,Wholesale,Baby,Accessories,Current Plan,8922.13,467,19.12,201.47,8.92,0.4574,4081.15,14741.29,9256.75,3647.99,1896.96,6.6,0.744
FY2025-11,2025,Dec,11,Q4,5,WHSL,Wholesale,Baby,Accessories,Current Plan,6517.33,341,19.12,112.8,6.52,0.4627,3015.51,9256.75,5018.62,2398.52,1247.23,7.1,0.913
FY2025-12,2025,Jan,12,Q4,4,WHSL,Wholesale,Baby,Accessories,Current Plan,6813.86,356,19.12,125.99,6.81,0.4615,3144.66,5018.62,7047.01,8975.05,4667.03,2.9,1.129
FY2026-01,2026,Feb,1,Q1,4,WHSL,Wholesale,Baby,Accessories,Current Plan,19831.58,1037,19.12,449.96,19.83,0.4573,9069.19,7047.01,19293.55,32547.9,16924.91,1.4,1.506
FY2026-02,2026,Mar,2,Q1,5,WHSL,Wholesale,Baby,Accessories,Current Plan,16769.67,877,19.12,351.35,16.77,0.459,7698.09,19293.55,12656.36,10500.61,5460.32,5.8,1.05
FY2026-03,2026,Apr,3,Q1,4,WHSL,Wholesale,Baby,Accessories,Current Plan,7879.52,412,19.12,136.87,7.88,0.4626,3645.3,12656.36,7899.47,3267.38,1699.04,6.4,0.767
FY2026-04,2026,May,4,Q2,4,WHSL,Wholesale,Baby,Accessories,Current Plan,6911.66,361,19.12,145.07,6.91,0.459,3172.52,7899.47,6618.1,5782.28,3006.79,4.6,0.952
FY2026-05,2026,Jun,5,Q2,5,WHSL,Wholesale,Baby,Accessories,Current Plan,17332.39,906,19.12,336.05,17.33,0.4606,7983.5,6618.1,14267.87,25335.53,13174.48,1.9,1.66
FY2026-06,2026,Jul,6,Q2,4,WHSL,Wholesale,Baby,Accessories,Current Plan,18276.38,956,19.12,413.36,18.28,0.4574,8359.3,14267.87,17974.5,22414.65,11655.62,3.1,1.134
FY2026-07,2026,Aug,7,Q3,4,WHSL,Wholesale,Baby,Accessories,Current Plan,9044.32,473,19.12,158.9,9.04,0.4624,4182.37,17974.5,8762.23,0.0,0.0,7.9,0.677
FY2026-08,2026,Sep,8,Q3,5,WHSL,Wholesale,Baby,Accessories,Current Plan,13395.45,700,19.12,297.93,13.4,0.4578,6131.89,8762.23,10522.93,15467.46,8043.08,3.3,1.389
FY2026-09,2026,Oct,9,Q3,4,WHSL,Wholesale,Baby,Accessories,Current Plan,17561.15,918,19.12,350.2,17.56,0.4601,8079.16,10522.93,18017.32,25423.3,13220.11,2.4,1.231
FY2026-10,2026,Nov,10,Q4,4,WHSL,Wholesale,Baby,Accessories,Current Plan,10873.69,569,19.12,248.13,10.87,0.4572,4971.24,18017.32,10770.73,3886.11,2020.78,6.6,0.755
FY2026-11,2026,Dec,11,Q4,5,WHSL,Wholesale,Baby,Accessories,Current Plan,7736.95,405,19.12,172.81,7.74,0.4577,3540.92,10770.73,6137.87,3284.64,1708.01,7.0,0.915
FY2026-12,2026,Jan,12,Q4,4,WHSL,Wholesale,Baby,Accessories,Current Plan,8190.95,428,19.12,148.09,8.19,0.4619,3783.57,6137.87,8550.86,10760.23,5595.32,3.0,1.115
FY2024-01,2024,Feb,1,Q1,4,ECOM,Ecommerce,Baby,Rompers,Original Plan,44831.76,929,48.24,5337.81,179.33,0.5209,23354.52,129292.3,124156.16,45212.76,16276.59,11.5,0.354
FY2024-02,2024,Mar,2,Q1,5,ECOM,Ecommerce,Baby,Rompers,Original Plan,64218.47,1331,48.24,9917.69,256.87,0.4856,31182.13,124156.16,146727.44,96964.31,34907.15,9.7,0.474
FY2024-03,2024,Apr,3,Q1,4,ECOM,Ecommerce,Baby,Rompers,Original Plan,71488.49,1482,48.24,9356.31,285.95,0.5091,36396.32,146727.44,197505.19,131908.51,47487.06,8.2,0.415
FY2024-04,2024,May,4,Q2,4,ECOM,Ecommerce,Baby,Rompers,Original Plan,66035.98,1369,48.24,8360.78,264.14,0.5134,33902.24,197505.19,182686.0,59841.71,21543.02,12.0,0.347
FY2024-05,2024,Jun,5,Q2,5,ECOM,Ecommerce,Baby,Rompers,Original Plan,59977.63,1243,48.24,7145.9,239.91,0.5209,31239.78,182686.0,133295.69,17973.13,6470.33,15.2,0.38
FY2024-06,2024,Jul,6,Q2,4,ECOM,Ecommerce,Baby,Rompers,Original Plan,50890.11,1055,48.24,6619.44,203.56,0.5099,25950.23,133295.69,138220.46,62637.87,22549.63,10.5,0.375
FY2024-07,2024,Aug,7,Q3,4,ECOM,Ecommerce,Baby,Rompers,Original Plan,53313.45,1105,48.24,6213.16,213.25,0.5235,27907.45,138220.46,161252.22,82771.63,29797.79,10.4,0.356
FY2024-08,2024,Sep,8,Q3,5,ECOM,Ecommerce,Baby,Rompers,Original Plan,57554.29,1193,48.24,7319.82,230.22,0.5128,29514.93,161252.22,135649.99,39502.09,14220.75,14.0,0.388
FY2024-09,2024,Oct,9,Q3,4,ECOM,Ecommerce,Baby,Rompers,Original Plan,60583.46,1256,48.24,7481.24,242.33,0.5165,31292.17,135649.99,183752.59,116409.64,41907.47,9.0,0.379
FY2024-10,2024,Nov,10,Q4,4,ECOM,Ecommerce,Baby,Rompers,Original Plan,87240.19,1808,48.24,11329.74,348.96,0.5101,44503.98,183752.59,239082.71,154249.02,55529.65,8.4,0.413
FY2024-11,2024,Dec,11,Q4,5,ECOM,Ecommerce,Baby,Rompers,Original Plan,94510.2,1959,48.24,13947.27,378.04,0.4924,46539.26,239082.71,213714.64,83467.44,30048.28,12.6,0.417
FY2024-12,2024,Jan,12,Q4,4,ECOM,Ecommerce,Baby,Rompers,Original Plan,38167.58,791,48.24,4436.56,152.67,0.5238,19990.7,213714.64,170957.83,0.0,0.0,22.4,0.198
FY2025-01,2025,Feb,1,Q1,4,ECOM,Ecommerce,Baby,Rompers,Original Plan,51108.21,1059,48.24,7315.62,204.43,0.4969,25393.64,170957.83,142466.53,30136.97,10849.31,13.4,0.326
FY2025-02,2025,Mar,2,Q1,5,ECOM,Ecommerce,Baby,Rompers,Original Plan,73209.06,1517,48.24,10941.82,292.84,0.4905,35911.97,142466.53,175894.8,117871.98,42433.91,9.7,0.46
FY2025-03,2025,Apr,3,Q1,4,ECOM,Ecommerce,Baby,Rompers,Original Plan,81496.88,1689,48.24,9919.93,325.99,0.5183,42238.07,175894.8,225117.15,140965.14,50747.45,8.6,0.406
FY2025-04,2025,May,4,Q2,4,ECOM,Ecommerce,Baby,Rompers,Original Plan,75281.01,1560,48.24,10747.66,301.12,0.4972,37432.19,225117.15,214788.57,76001.21,27360.44,12.0,0.342
FY2025-05,2025,Jun,5,Q2,5,ECOM,Ecommerce,Baby,Rompers,Original Plan,68374.5,1417,48.24,8099.71,273.5,0.5215,35659.96,214788.57,162894.29,24853.43,8947.23,15.7,0.362
FY2025-06,2025,Jul,6,Q2,4,ECOM,Ecommerce,Baby,Rompers,Original Plan,58014.72,1203,48.24,7007.62,232.06,0.5192,30121.8,162894.29,170069.42,72429.53,26074.63,11.2,0.348
FY2025-07,2025,Aug,7,Q3,4,ECOM,Ecommerce,Baby,Rompers,Original Plan,60777.33,1260,48.24,8362.41,243.11,0.5024,30535.08,170069.42,184531.8,83845.23,30184.28,11.2,0.343
FY2025-08,2025,Sep,8,Q3,5,ECOM,Ecommerce,Baby,Rompers,Original Plan,65611.89,1360,48.24,8544.17,262.45,0.5098,33447.44,184531.8,159323.1,49209.81,17715.53,14.1,0.382
FY2025-09,2025,Oct,9,Q3,4,ECOM,Ecommerce,Baby,Rompers,Original Plan,69065.15,1432,48.24,10381.89,276.26,0.4897,33819.8,159323.1,198660.11,119060.31,42861.71,9.2,0.386
FY2025-10,2025,Nov,10,Q4,4,ECOM,Ecommerce,Baby,Rompers,Original Plan,99453.81,2061,48.24,14337.76,397.82,0.4958,49312.68,198660.11,284519.65,200048.93,72017.62,8.0,0.412
FY2025-11,2025,Dec,11,Q4,5,ECOM,Ecommerce,Baby,Rompers,Original Plan,107741.63,2233,48.24,14036.95,430.97,0.5097,54917.7,284519.65,248480.96,86170.85,31021.51,13.2,0.404
FY2025-12,2025,Jan,12,Q4,4,ECOM,Ecommerce,Baby,Rompers,Original Plan,43511.04,902,48.24,6428.11,174.04,0.4923,21418.96,248480.96,198367.76,0.0,0.0,22.8,0.195
FY2026-01,2026,Feb,1,Q1,4,ECOM,Ecommerce,Baby,Rompers,Original Plan,60307.69,1250,48.24,7885.39,241.23,0.5092,30711.53,198367.76,174687.33,44753.88,16111.4,13.2,0.323
FY2026-02,2026,Mar,2,Q1,5,ECOM,Ecommerce,Baby,Rompers,Original Plan,86386.69,1791,48.24,12205.32,345.55,0.4987,43082.16,174687.33,193759.96,118010.17,42483.66,10.1,0.469
FY2026-03,2026,Apr,3,Q1,4,ECOM,Ecommerce,Baby,Rompers,Original Plan,96166.31,1993,48.24,13190.64,384.67,0.5028,48355.8,193759.96,271702.5,187684.16,67566.3,8.1,0.413
FY2026-04,2026,May,4,Q2,4,ECOM,Ecommerce,Baby,Rompers,Original Plan,88831.59,1841,48.24,11360.9,355.33,0.5121,45491.32,271702.5,270182.13,99027.45,35649.88,12.2,0.328
FY2026-05,2026,Jun,5,Q2,5,ECOM,Ecommerce,Baby,Rompers,Original Plan,80681.91,1672,48.24,10127.13,322.73,0.5145,41509.29,270182.13,179050.37,0.0,0.0,16.7,0.359
FY2026-06,2026,Jul,6,Q2,4,ECOM,Ecommerce,Baby,Rompers,Original Plan,68457.38,1419,48.24,8397.6,273.83,0.5173,35415.13,179050.37,189328.67,87407.1,31466.55,10.5,0.372
FY2026-07,2026,Aug,7,Q3,4,ECOM,Ecommerce,Baby,Rompers,Original Plan,71717.25,1487,48.24,11089.99,286.87,0.4854,34809.05,189328.67,200918.62,94684.07,34086.26,10.6,0.368
FY2026-08,2026,Sep,8,Q3,5,ECOM,Ecommerce,Baby,Rompers,Original Plan,77422.03,1605,48.24,10038.3,309.69,0.5103,39511.8,200918.62,183695.5,70546.9,25396.88,13.0,0.403
FY2026-09,2026,Oct,9,Q3,4,ECOM,Ecommerce,Baby,Rompers,Original Plan,81496.88,1689,48.24,12245.84,325.99,0.4897,39912.16,183695.5,229769.41,140142.61,50451.34,9.0,0.394
FY2026-10,2026,Nov,10,Q4,4,ECOM,Ecommerce,Baby,Rompers,Original Plan,117355.5,2433,48.24,15912.67,469.42,0.5044,59194.85,229769.41,318779.62,222747.8,80189.21,7.8,0.428
FY2026-11,2026,Dec,11,Q4,5,ECOM,Ecommerce,Baby,Rompers,Original Plan,127135.13,2635,48.24,16014.86,508.54,0.514,65351.62,318779.62,294512.13,119391.04,42980.77,12.5,0.415
FY2026-12,2026,Jan,12,Q4,4,ECOM,Ecommerce,Baby,Rompers,Original Plan,51343.03,1064,48.24,6468.08,205.37,0.514,26391.46,294512.13,236495.65,0.0,0.0,22.9,0.193
FY2024-01,2024,Feb,1,Q1,4,ECOM,Ecommerce,Baby,Rompers,Current Plan,44956.88,932,48.24,5244.29,179.83,0.5233,23528.11,131186.67,129015.48,48209.8,17355.53,11.7,0.346
FY2024-02,2024,Mar,2,Q1,5,ECOM,Ecommerce,Baby,Rompers,Current Plan,65357.12,1355,48.24,9957.11,261.43,0.4877,31871.45,129015.48,146720.1,93280.27,33580.9,9.9,0.474
FY2024-03,2024,Apr,3,Q1,4,ECOM,Ecommerce,Baby,Rompers,Current Plan,71032.9,1472,48.24,9513.15,284.13,0.5061,35947.91,146720.1,215755.38,149865.47,53951.57,8.3,0.392
FY2024-04,2024,May,4,Q2,4,ECOM,Ecommerce,Baby,Rompers,Current Plan,66466.27,1378,48.24,7911.55,265.87,0.521,34626.86,215755.38,193079.99,51968.29,18708.59,13.0,0.325
FY2024-05,2024,Jun,5,Q2,5,ECOM,Ecommerce,Baby,Rompers,Current Plan,62104.1,1287,48.24,8989.97,248.42,0.4952,30756.66,193079.99,134472.56,12735.05,4584.62,15.5,0.379
FY2024-06,2024,Jul,6,Q2,4,ECOM,Ecommerce,Baby,Rompers,Current Plan,52915.43,1097,48.24,7612.76,211.66,0.4961,26253.11,134472.56,156490.09,82757.38,29792.66,10.2,0.364
