month_key,fiscal_year,fiscal_month,channel_key,channel,style_key,style_name,print_name,division,department,class_name,season,lifecycle,units_sold,sales_dollars,aur,on_hand_units,on_order_units,sell_through_pct,weeks_of_supply
FY2026-08,2026,Sep,ECOM,Ecommerce,ST-0008,Autumn Gingham Maxi Dress,Wildflower,Girls,Dresses,Maxi Dress,Fall,New,601,53154.12,88.44,1340,949,0.3096,11.1
FY2026-08,2026,Sep,STORE,Retail Stores,ST-0008,Autumn Gingham Maxi Dress,Wildflower,Girls,Dresses,Maxi Dress,Fall,New,328,28313.32,86.32,405,106,0.4475,6.2
FY2026-08,2026,Sep,WHSL,Wholesale,ST-0008,Autumn Gingham Maxi Dress,Wildflower,Girls,Dresses,Maxi Dress,Fall,New,162,10729.71,66.23,295,8,0.3545,9.1
FY2026-09,2026,Oct,ECOM,Ecommerce,ST-0008,Autumn Gingham Maxi Dress,Wildflower,Girls,Dresses,Maxi Dress,Fall,New,145,11684.95,80.59,326,131,0.3079,9.0
FY2026-09,2026,Oct,STORE,Retail Stores,ST-0008,Autumn Gingham Maxi Dress,Wildflower,Girls,Dresses,Maxi Dress,Fall,New,375,30748.14,82.0,551,227,0.405,5.9
FY2026-09,2026,Oct,WHSL,Wholesale,ST-0008,Autumn Gingham Maxi Dress,Wildflower,Girls,Dresses,Maxi Dress,Fall,New,264,17485.46,66.23,317,174,0.4544,4.8
FY2025-09,2025,Oct,ECOM,Ecommerce,ST-0009,Snowdrop Maxi Dress,Holiday Holly,Girls,Dresses,Maxi Dress,Holiday,New,378,35444.38,93.77,902,517,0.2953,9.5
FY2025-09,2025,Oct,STORE,Retail Stores,ST-0009,Snowdrop Maxi Dress,Holiday Holly,Girls,Dresses,Maxi Dress,Holiday,New,320,32656.31,102.05,731,240,0.3045,9.1
FY2025-09,2025,Oct,WHSL,Wholesale,ST-0009,Snowdrop Maxi Dress,Holiday Holly,Girls,Dresses,Maxi Dress,Holiday,New,446,34035.51,76.31,498,194,0.4725,4.5
FY2025-10,2025,Nov,ECOM,Ecommerce,ST-0009,Snowdrop Maxi Dress,Holiday Holly,Girls,Dresses,Maxi Dress,Holiday,New,270,25976.78,96.21,563,503,0.3241,8.3
FY2025-10,2025,Nov,STORE,Retail Stores,ST-0009,Snowdrop Maxi Dress,Holiday Holly,Girls,Dresses,Maxi Dress,Holiday,New,369,34931.32,94.66,731,478,0.3355,7.9
FY2025-10,2025,Nov,WHSL,Wholesale,ST-0009,Snowdrop Maxi Dress,Holiday Holly,Girls,Dresses,Maxi Dress,Holiday,New,367,28006.8,76.31,609,168,0.376,6.6
FY2025-11,2025,Dec,ECOM,Ecommerce,ST-0009,Snowdrop Maxi Dress,Holiday Holly,Girls,Dresses,Maxi Dress,Holiday,New,52,5417.1,104.18,75,39,0.4094,7.2
FY2025-11,2025,Dec,STORE,Retail Stores,ST-0009,Snowdrop Maxi Dress,Holiday Holly,Girls,Dresses,Maxi Dress,Holiday,New,197,20465.26,103.88,155,72,0.5597,3.9
FY2025-11,2025,Dec,WHSL,Wholesale,ST-0009,Snowdrop Maxi Dress,Holiday Holly,Girls,Dresses,Maxi Dress,Holiday,New,376,28693.61,76.31,850,563,0.3067,11.3
FY2026-09,2026,Oct,ECOM,Ecommerce,ST-0009,Snowdrop Maxi Dress,Holiday Holly,Girls,Dresses,Maxi Dress,Holiday,New,396,39468.06,99.67,605,37,0.3956,6.1
FY2026-09,2026,Oct,STORE,Retail Stores,ST-0009,Snowdrop Maxi Dress,Holiday Holly,Girls,Dresses,Maxi Dress,Holiday,New,205,18787.2,91.64,255,112,0.4457,5.0
FY2026-09,2026,Oct,WHSL,Wholesale,ST-0009,Snowdrop Maxi Dress,Holiday Holly,Girls,Dresses,Maxi Dress,Holiday,New,475,36248.58,76.31,486,7,0.4943,4.1
FY2026-10,2026,Nov,ECOM,Ecommerce,ST-0009,Snowdrop Maxi Dress,Holiday Holly,Girls,Dresses,Maxi Dress,Holiday,New,402,41752.91,103.86,502,141,0.4447,5.0
FY2026-10,2026,Nov,STORE,Retail Stores,ST-0009,Snowdrop Maxi Dress,Holiday Holly,Girls,Dresses,Maxi Dress,Holiday,New,254,25339.39,99.76,197,140,0.5632,3.1
FY2026-10,2026,Nov,WHSL,Wholesale,ST-0009,Snowdrop Maxi Dress,Holiday Holly,Girls,Dresses,Maxi Dress,Holiday,New,260,19841.33,76.31,542,322,0.3242,8.3
FY2026-11,2026,Dec,ECOM,Ecommerce,ST-0009,Snowdrop Maxi Dress,Holiday Holly,Girls,Dresses,Maxi Dress,Holiday,New,378,34479.83,91.22,622,490,0.378,8.2
FY2026-11,2026,Dec,STORE,Retail Stores,ST-0009,Snowdrop Maxi Dress,Holiday Holly,Girls,Dresses,Maxi Dress,Holiday,New,259,26960.26,104.09,542,279,0.3233,10.5
FY2026-11,2026,Dec,WHSL,Wholesale,ST-0009,Snowdrop Maxi Dress,Holiday Holly,Girls,Dresses,Maxi Dress,Holiday,New,149,11370.61,76.31,141,76,0.5138,4.7
FY2025-04,2025,May,ECOM,Ecommerce,ST-0010,Palm Frond Blouse,Strawberry Fields,Girls,Tops,Blouse,Summer,New,321,17502.15,54.52,367,112,0.4666,4.6
FY2025-04,2025,May,STORE,Retail Stores,ST-0010,Palm Frond Blouse,Strawberry Fields,Girls,Tops,Blouse,Summer,New,259,15334.89,59.21,315,20,0.4512,4.9
FY2025-04,2025,May,WHSL,Wholesale,ST-0010,Palm Frond Blouse,Strawberry Fields,Girls,Tops,Blouse,Summer,New,233,10399.44,44.63,223,159,0.511,3.8
FY2025-05,2025,Jun,ECOM,Ecommerce,ST-0010,Palm Frond Blouse,Strawberry Fields,Girls,Tops,Blouse,Summer,New,372,22354.7,60.09,318,278,0.5391,4.3
FY2025-05,2025,Jun,STORE,Retail Stores,ST-0010,Palm Frond Blouse,Strawberry Fields,Girls,Tops,Blouse,Summer,New,138,8503.64,61.62,209,83,0.3977,7.6
FY2025-05,2025,Jun,WHSL,Wholesale,ST-0010,Palm Frond Blouse,Strawberry Fields,Girls,Tops,Blouse,Summer,New,244,10890.4,44.63,246,182,0.498,5.0
FY2025-06,2025,Jul,ECOM,Ecommerce,ST-0010,Palm Frond Blouse,Strawberry Fields,Girls,Tops,Blouse,Summer,New,321,17960.77,55.95,513,362,0.3849,6.4
FY2025-06,2025,Jul,STORE,Retail Stores,ST-0010,Palm Frond Blouse,Strawberry Fields,Girls,Tops,Blouse,Summer,New,110,6104.13,55.49,173,10,0.3887,6.3
FY2025-06,2025,Jul,WHSL,Wholesale,ST-0010,Palm Frond Blouse,Strawberry Fields,Girls,Tops,Blouse,Summer,New,0,0.0,44.63,0,0,0.0,0.0
FY2026-04,2026,May,ECOM,Ecommerce,ST-0010,Palm Frond Blouse,Strawberry Fields,Girls,Tops,Blouse,Summer,New,478,29460.56,61.63,621,84,0.4349,5.2
FY2026-04,2026,May,STORE,Retail Stores,ST-0010,Palm Frond Blouse,Strawberry Fields,Girls,Tops,Blouse,Summer,New,282,16974.82,60.19,426,131,0.3983,6.0
FY2026-04,2026,May,WHSL,Wholesale,ST-0010,Palm Frond Blouse,Strawberry Fields,Girls,Tops,Blouse,Summer,New,403,17987.02,44.63,285,89,0.5858,2.8
FY2026-05,2026,Jun,ECOM,Ecommerce,ST-0010,Palm Frond Blouse,Strawberry Fields,Girls,Tops,Blouse,Summer,New,295,16512.51,55.97,617,498,0.3235,10.5
FY2026-05,2026,Jun,STORE,Retail Stores,ST-0010,Palm Frond Blouse,Strawberry Fields,Girls,Tops,Blouse,Summer,New,246,15021.91,61.06,182,39,0.5748,3.7
FY2026-05,2026,Jun,WHSL,Wholesale,ST-0010,Palm Frond Blouse,Strawberry Fields,Girls,Tops,Blouse,Summer,New,406,18120.92,44.63,453,129,0.4726,5.6
FY2026-06,2026,Jul,ECOM,Ecommerce,ST-0010,Palm Frond Blouse,Strawberry Fields,Girls,Tops,Blouse,Summer,New,436,24003.13,55.05,930,193,0.3192,8.5
FY2026-06,2026,Jul,STORE,Retail Stores,ST-0010,Palm Frond Blouse,Strawberry Fields,Girls,Tops,Blouse,Summer,New,256,15622.18,61.02,410,312,0.3844,6.4
FY2026-06,2026,Jul,WHSL,Wholesale,ST-0010,Palm Frond Blouse,Strawberry Fields,Girls,Tops,Blouse,Summer,New,20,892.66,44.63,29,23,0.4082,5.8
FY2025-07,2025,Aug,ECOM,Ecommerce,ST-0011,Wildflower Blouse,Acorn Toile,Girls,Tops,Blouse,Fall,New,272,14930.96,54.89,540,227,0.335,7.9
FY2025-07,2025,Aug,STORE,Retail Stores,ST-0011,Wildflower Blouse,Acorn Toile,Girls,Tops,Blouse,Fall,New,178,9917.73,55.72,132,41,0.5742,3.0
FY2025-07,2025,Aug,WHSL,Wholesale,ST-0011,Wildflower Blouse,Acorn Toile,Girls,Tops,Blouse,Fall,New,210,8465.69,40.31,445,105,0.3206,8.5
FY2025-08,2025,Sep,ECOM,Ecommerce,ST-0011,Wildflower Blouse,Acorn Toile,Girls,Tops,Blouse,Fall,New,366,19668.06,53.74,701,526,0.343,9.6
FY2025-08,2025,Sep,STORE,Retail Stores,ST-0011,Wildflower Blouse,Acorn Toile,Girls,Tops,Blouse,Fall,New,128,6323.48,49.4,268,111,0.3232,10.5
FY2025-08,2025,Sep,WHSL,Wholesale,ST-0011,Wildflower Blouse,Acorn Toile,Girls,Tops,Blouse,Fall,New,185,7457.87,40.31,372,61,0.3321,10.1
FY2025-09,2025,Oct,ECOM,Ecommerce,ST-0011,Wildflower Blouse,Acorn Toile,Girls,Tops,Blouse,Fall,New,209,11278.72,53.97,170,70,0.5515,3.3
FY2025-09,2025,Oct,STORE,Retail Stores,ST-0011,Wildflower Blouse,Acorn Toile,Girls,Tops,Blouse,Fall,New,156,7777.96,49.86,328,107,0.3223,8.4
FY2025-09,2025,Oct,WHSL,Wholesale,ST-0011,Wildflower Blouse,Acorn Toile,Girls,Tops,Blouse,Fall,New,356,14351.36,40.31,350,62,0.5042,3.9
FY2026-07,2026,Aug,ECOM,Ecommerce,ST-0011,Wildflower Blouse,Acorn Toile,Girls,Tops,Blouse,Fall,New,181,9812.37,54.21,326,161,0.357,7.2
FY2026-07,2026,Aug,STORE,Retail Stores,ST-0011,Wildflower Blouse,Acorn Toile,Girls,Tops,Blouse,Fall,New,224,11853.61,52.92,369,274,0.3777,6.6
FY2026-07,2026,Aug,WHSL,Wholesale,ST-0011,Wildflower Blouse,Acorn Toile,Girls,Tops,Blouse,Fall,New,14,564.38,40.31,32,26,0.3043,9.1
FY2026-08,2026,Sep,ECOM,Ecommerce,ST-0011,Wildflower Blouse,Acorn Toile,Girls,Tops,Blouse,Fall,New,458,25506.37,55.69,1000,470,0.3141,10.9
FY2026-08,2026,Sep,STORE,Retail Stores,ST-0011,Wildflower Blouse,Acorn Toile,Girls,Tops,Blouse,Fall,New,255,13501.73,52.95,518,446,0.3299,10.2
FY2026-08,2026,Sep,WHSL,Wholesale,ST-0011,Wildflower Blouse,Acorn Toile,Girls,Tops,Blouse,Fall,New,263,10602.27,40.31,494,308,0.3474,9.4
FY2026-09,2026,Oct,ECOM,Ecommerce,ST-0011,Wildflower Blouse,Acorn Toile,Girls,Tops,Blouse,Fall,New,355,17887.23,50.39,429,317,0.4528,4.8
FY2026-09,2026,Oct,STORE,Retail Stores,ST-0011,Wildflower Blouse,Acorn Toile,Girls,Tops,Blouse,Fall,New,137,7605.61,55.52,165,15,0.4536,4.8
FY2026-09,2026,Oct,WHSL,Wholesale,ST-0011,Wildflower Blouse,Acorn Toile,Girls,Tops,Blouse,Fall,New,184,7417.56,40.31,320,204,0.3651,7.0
FY2025-09,2025,Oct,ECOM,Ecommerce,ST-0012,Winter Fair Isle Blouse,Holiday Holly,Girls,Tops,Blouse,Holiday,New,342,17306.72,50.6,254,173,0.5738,3.0
FY2025-09,2025,Oct,STORE,Retail Stores,ST-0012,Winter Fair Isle Blouse,Holiday Holly,Girls,Tops,Blouse,Holiday,New,141,6609.06,46.87,158,15,0.4716,4.5
FY2025-09,2025,Oct,WHSL,Wholesale,ST-0012,Winter Fair Isle Blouse,Holiday Holly,Girls,Tops,Blouse,Holiday,New,168,6530.63,38.87,273,170,0.381,6.5
FY2025-10,2025,Nov,ECOM,Ecommerce,ST-0012,Winter Fair Isle Blouse,Holiday Holly,Girls,Tops,Blouse,Holiday,New,125,5858.33,46.87,264,206,0.3213,8.4
FY2025-10,2025,Nov,STORE,Retail Stores,ST-0012,Winter Fair Isle Blouse,Holiday Holly,Girls,Tops,Blouse,Holiday,New,205,9869.88,48.15,378,232,0.3516,7.4
FY2025-10,2025,Nov,WHSL,Wholesale,ST-0012,Winter Fair Isle Blouse,Holiday Holly,Girls,Tops,Blouse,Holiday,New,254,9873.69,38.87,422,6,0.3757,6.6
FY2025-11,2025,Dec,ECOM,Ecommerce,ST-0012,Winter Fair Isle Blouse,Holiday Holly,Girls,Tops,Blouse,Holiday,New,332,16543.43,49.83,726,421,0.3138,10.9
FY2025-11,2025,Dec,STORE,Retail Stores,ST-0012,Winter Fair Isle Blouse,Holiday Holly,Girls,Tops,Blouse,Holiday,New,156,8171.2,52.38,223,57,0.4116,7.1
FY2025-11,2025,Dec,WHSL,Wholesale,ST-0012,Winter Fair Isle Blouse,Holiday Holly,Girls,Tops,Blouse,Holiday,New,121,4703.61,38.87,237,107,0.338,9.8
FY2026-09,2026,Oct,ECOM,Ecommerce,ST-0012,Winter Fair Isle Blouse,Holiday Holly,Girls,Tops,Blouse,Holiday,New,242,11374.11,47.0,446,238,0.3517,7.4
FY2026-09,2026,Oct,STORE,Retail Stores,ST-0012,Winter Fair Isle Blouse,Holiday Holly,Girls,Tops,Blouse,Holiday,New,347,18121.47,52.22,311,167,0.5274,3.6
FY2026-09,2026,Oct,WHSL,Wholesale,ST-0012,Winter Fair Isle Blouse,Holiday Holly,Girls,Tops,Blouse,Holiday,New,178,6919.36,38.87,166,13,0.5174,3.7
FY2026-10,2026,Nov,ECOM,Ecommerce,ST-0012,Winter Fair Isle Blouse,Holiday Holly,Girls,Tops,Blouse,Holiday,New,310,16607.88,53.57,239,17,0.5647,3.1
FY2026-10,2026,Nov,STORE,Retail Stores,ST-0012,Winter Fair Isle Blouse,Holiday Holly,Girls,Tops,Blouse,Holiday,New,95,4447.13,46.81,85,42,0.5278,3.6
FY2026-10,2026,Nov,WHSL,Wholesale,ST-0012,Winter Fair Isle Blouse,Holiday Holly,Girls,Tops,Blouse,Holiday,New,260,10106.93,38.87,286,64,0.4762,4.4
FY2026-11,2026,Dec,ECOM,Ecommerce,ST-0012,Winter Fair Isle Blouse,Holiday Holly,Girls,Tops,Blouse,Holiday,New,578,27524.32,47.62,983,612,0.3703,8.5
FY2026-11,2026,Dec,STORE,Retail Stores,ST-0012,Winter Fair Isle Blouse,Holiday Holly,Girls,Tops,Blouse,Holiday,New,116,6087.55,52.48,134,12,0.464,5.8
FY2026-11,2026,Dec,WHSL,Wholesale,ST-0012,Winter Fair Isle Blouse,Holiday Holly,Girls,Tops,Blouse,Holiday,New,421,16365.45,38.87,804,642,0.3437,9.5
FY2025-01,2025,Feb,ECOM,Ecommerce,ST-0013,Garden Trellis Tee,Ditsy Rose,Girls,Tops,Tee,Spring,New,379,19928.82,52.58,269,81,0.5849,2.8
FY2025-01,2025,Feb,STORE,Retail Stores,ST-0013,Garden Trellis Tee,Ditsy Rose,Girls,Tops,Tee,Spring,New,123,7110.21,57.81,200,161,0.3808,6.5
FY2025-01,2025,Feb,WHSL,Wholesale,ST-0013,Garden Trellis Tee,Ditsy Rose,Girls,Tops,Tee,Spring,New,145,6262.96,43.19,228,176,0.3887,6.3
FY2025-02,2025,Mar,ECOM,Ecommerce,ST-0013,Garden Trellis Tee,Ditsy Rose,Girls,Tops,Tee,Spring,New,395,23507.55,59.51,751,531,0.3447,9.5
FY2025-02,2025,Mar,STORE,Retail Stores,ST-0013,Garden Trellis Tee,Ditsy Rose,Girls,Tops,Tee,Spring,New,197,11530.34,58.53,164,145,0.5457,4.2
FY2025-02,2025,Mar,WHSL,Wholesale,ST-0013,Garden Trellis Tee,Ditsy Rose,Girls,Tops,Tee,Spring,New,113,4880.79,43.19,218,137,0.3414,9.6
FY2025-03,2025,Apr,ECOM,Ecommerce,ST-0013,Garden Trellis Tee,Ditsy Rose,Girls,Tops,Tee,Spring,New,135,7171.52,53.12,165,37,0.45,4.9
FY2025-03,2025,Apr,STORE,Retail Stores,ST-0013,Garden Trellis Tee,Ditsy Rose,Girls,Tops,Tee,Spring,New,165,8835.67,53.55,117,17,0.5851,2.8
FY2025-03,2025,Apr,WHSL,Wholesale,ST-0013,Garden Trellis Tee,Ditsy Rose,Girls,Tops,Tee,Spring,New,394,17017.96,43.19,624,50,0.387,6.3
FY2026-01,2026,Feb,ECOM,Ecommerce,ST-0013,Garden Trellis Tee,Ditsy Rose,Girls,Tops,Tee,Spring,New,614,35628.9,58.03,1057,866,0.3674,6.9
FY2026-01,2026,Feb,STORE,Retail Stores,ST-0013,Garden Trellis Tee,Ditsy Rose,Girls,Tops,Tee,Spring,New,297,16252.7,54.72,626,456,0.3218,8.4
FY2026-01,2026,Feb,WHSL,Wholesale,ST-0013,Garden Trellis Tee,Ditsy Rose,Girls,Tops,Tee,Spring,New,122,5269.52,43.19,181,7,0.4026,5.9
FY2026-02,2026,Mar,ECOM,Ecommerce,ST-0013,Garden Trellis Tee,Ditsy Rose,Girls,Tops,Tee,Spring,New,89,5169.73,58.09,145,42,0.3803,8.1
FY2026-02,2026,Mar,STORE,Retail Stores,ST-0013,Garden Trellis Tee,Ditsy Rose,Girls,Tops,Tee,Spring,New,154,8972.85,58.27,187,73,0.4516,6.1
FY2026-02,2026,Mar,WHSL,Wholesale,ST-0013,Garden Trellis Tee,Ditsy Rose,Girls,Tops,Tee,Spring,New,210,9070.49,43.19,378,292,0.3571,9.0
FY2026-03,2026,Apr,ECOM,Ecommerce,ST-0013,Garden Trellis Tee,Ditsy Rose,Girls,Tops,Tee,Spring,New,191,11002.65,57.61,168,39,0.532,3.5
FY2026-03,2026,Apr,STORE,Retail Stores,ST-0013,Garden Trellis Tee,Ditsy Rose,Girls,Tops,Tee,Spring,New,176,9624.83,54.69,357,163,0.3302,8.1
FY2026-03,2026,Apr,WHSL,Wholesale,ST-0013,Garden Trellis Tee,Ditsy Rose,Girls,Tops,Tee,Spring,New,352,15203.87,43.19,319,65,0.5246,3.6
FY2025-04,2025,May,ECOM,Ecommerce,ST-0014,Nantucket Stripe Tee,Nantucket Stripe,Girls,Tops,Tee,Summer,New,320,18554.01,57.98,487,436,0.3965,6.1
FY2025-04,2025,May,STORE,Retail Stores,ST-0014,Nantucket Stripe Tee,Nantucket Stripe,Girls,Tops,Tee,Summer,New,115,6652.63,57.85,96,74,0.545,3.3
FY2025-04,2025,May,WHSL,Wholesale,ST-0014,Nantucket Stripe Tee,Nantucket Stripe,Girls,Tops,Tee,Summer,New,339,14154.2,41.75,507,252,0.4007,6.0
FY2025-05,2025,Jun,ECOM,Ecommerce,ST-0014,Nantucket Stripe Tee,Nantucket Stripe,Girls,Tops,Tee,Summer,New,281,14501.39,51.61,413,321,0.4049,7.3
FY2025-05,2025,Jun,STORE,Retail Stores,ST-0014,Nantucket Stripe Tee,Nantucket Stripe,Girls,Tops,Tee,Summer,New,334,16790.92,50.27,531,128,0.3861,7.9
FY2025-05,2025,Jun,WHSL,Wholesale,ST-0014,Nantucket Stripe Tee,Nantucket Stripe,Girls,Tops,Tee,Summer,New,199,8308.81,41.75,302,88,0.3972,7.6
FY2025-06,2025,Jul,ECOM,Ecommerce,ST-0014,Nantucket Stripe Tee,Nantucket Stripe,Girls,Tops,Tee,Summer,New,372,19375.36,52.08,630,403,0.3713,6.8
FY2025-06,2025,Jul,STORE,Retail Stores,ST-0014,Nantucket Stripe Tee,Nantucket Stripe,Girls,Tops,Tee,Summer,New,165,8270.11,50.12,302,121,0.3533,7.3
FY2025-06,2025,Jul,WHSL,Wholesale,ST-0014,Nantucket Stripe Tee,Nantucket Stripe,Girls,Tops,Tee,Summer,New,214,8935.1,41.75,426,296,0.3344,8.0
FY2026-04,2026,May,ECOM,Ecommerce,ST-0014,Nantucket Stripe Tee,Nantucket Stripe,Girls,Tops,Tee,Summer,New,362,20602.81,56.91,843,10,0.3004,9.3
FY2026-04,2026,May,STORE,Retail Stores,ST-0014,Nantucket Stripe Tee,Nantucket Stripe,Girls,Tops,Tee,Summer,New,171,8637.12,50.51,299,244,0.3638,7.0
FY2026-04,2026,May,WHSL,Wholesale,ST-0014,Nantucket Stripe Tee,Nantucket Stripe,Girls,Tops,Tee,Summer,New,355,14822.24,41.75,837,441,0.2978,9.4
FY2026-05,2026,Jun,ECOM,Ecommerce,ST-0014,Nantucket Stripe Tee,Nantucket Stripe,Girls,Tops,Tee,Summer,New,199,10978.35,55.17,157,70,0.559,3.9
FY2026-05,2026,Jun,STORE,Retail Stores,ST-0014,Nantucket Stripe Tee,Nantucket Stripe,Girls,Tops,Tee,Summer,New,115,6562.45,57.06,141,11,0.4492,6.1
FY2026-05,2026,Jun,WHSL,Wholesale,ST-0014,Nantucket Stripe Tee,Nantucket Stripe,Girls,Tops,Tee,Summer,New,138,5761.89,41.75,284,178,0.327,10.3
FY2026-06,2026,Jul,ECOM,Ecommerce,ST-0014,Nantucket Stripe Tee,Nantucket Stripe,Girls,Tops,Tee,Summer,New,261,13828.32,52.98,293,154,0.4711,4.5
FY2026-06,2026,Jul,STORE,Retail Stores,ST-0014,Nantucket Stripe Tee,Nantucket Stripe,Girls,Tops,Tee,Summer,New,132,6868.61,52.03,226,4,0.3687,6.8
FY2026-06,2026,Jul,WHSL,Wholesale,ST-0014,Nantucket Stripe Tee,Nantucket Stripe,Girls,Tops,Tee,Summer,New,340,14195.95,41.75,805,227,0.2969,9.5
FY2025-07,2025,Aug,ECOM,Ecommerce,ST-0015,Wildflower Tee,Wildflower,Girls,Tops,Tee,Fall,New,300,13266.11,44.22,434,228,0.4087,5.8
FY2025-07,2025,Aug,STORE,Retail Stores,ST-0015,Wildflower Tee,Wildflower,Girls,Tops,Tee,Fall,New,121,5412.57,44.73,248,78,0.3279,8.2
FY2025-07,2025,Aug,WHSL,Wholesale,ST-0015,Wildflower Tee,Wildflower,Girls,Tops,Tee,Fall,New,380,13677.26,35.99,909,643,0.2948,9.6
FY2025-08,2025,Sep,ECOM,Ecommerce,ST-0015,Wildflower Tee,Wildflower,Girls,Tops,Tee,Fall,New,332,15274.01,46.01,320,61,0.5092,4.8
FY2025-08,2025,Sep,STORE,Retail Stores,ST-0015,Wildflower Tee,Wildflower,Girls,Tops,Tee,Fall,New,69,3109.88,45.07,79,52,0.4662,5.7
FY2025-08,2025,Sep,WHSL,Wholesale,ST-0015,Wildflower Tee,Wildflower,Girls,Tops,Tee,Fall,New,125,4499.1,35.99,214,159,0.3687,8.6
FY2025-09,2025,Oct,ECOM,Ecommerce,ST-0015,Wildflower Tee,Wildflower,Girls,Tops,Tee,Fall,New,421,19991.49,47.49,651,75,0.3927,6.2
FY2025-09,2025,Oct,STORE,Retail Stores,ST-0015,Wildflower Tee,Wildflower,Girls,Tops,Tee,Fall,New,119,5654.67,47.52,203,117,0.3696,6.8
FY2025-09,2025,Oct,WHSL,Wholesale,ST-0015,Wildflower Tee,Wildflower,Girls,Tops,Tee,Fall,New,247,8890.22,35.99,479,398,0.3402,7.8
FY2026-07,2026,Aug,ECOM,Ecommerce,ST-0015,Wildflower Tee,Wildflower,Girls,Tops,Tee,Fall,New,69,3173.57,45.99,65,4,0.5149,3.8
FY2026-07,2026,Aug,STORE,Retail Stores,ST-0015,Wildflower Tee,Wildflower,Girls,Tops,Tee,Fall,New,169,7517.01,44.48,270,115,0.385,6.4
FY2026-07,2026,Aug,WHSL,Wholesale,ST-0015,Wildflower Tee,Wildflower,Girls,Tops,Tee,Fall,New,256,9214.16,35.99,577,434,0.3073,9.0
FY2026-08,2026,Sep,ECOM,Ecommerce,ST-0015,Wildflower Tee,Wildflower,Girls,Tops,Tee,Fall,New,521,23973.69,46.01,1030,667,0.3359,9.9
FY2026-08,2026,Sep,STORE,Retail Stores,ST-0015,Wildflower Tee,Wildflower,Girls,Tops,Tee,Fall,New,174,7743.75,44.5,283,252,0.3807,8.1
FY2026-08,2026,Sep,WHSL,Wholesale,ST-0015,Wildflower Tee,Wildflower,Girls,Tops,Tee,Fall,New,316,11373.72,35.99,542,350,0.3683,8.6
FY2026-09,2026,Oct,ECOM,Ecommerce,ST-0015,Wildflower Tee,Wildflower,Girls,Tops,Tee,Fall,New,303,14816.51,48.9,257,161,0.5411,3.4
FY2026-09,2026,Oct,STORE,Retail Stores,ST-0015,Wildflower Tee,Wildflower,Girls,Tops,Tee,Fall,New,69,2997.76,43.45,108,42,0.3898,6.3
FY2026-09,2026,Oct,WHSL,Wholesale,ST-0015,Wildflower Tee,Wildflower,Girls,Tops,Tee,Fall,New,199,7162.57,35.99,462,362,0.3011,9.3
FY2025-01,2025,Feb,ECOM,Ecommerce,ST-0016,Cherry Blossom Cardigan,Garden Trellis,Girls,Tops,Cardigan,Spring,New,387,22690.52,58.63,271,11,0.5881,2.8
FY2025-01,2025,Feb,STORE,Retail Stores,ST-0016,Cherry Blossom Cardigan,Garden Trellis,Girls,Tops,Cardigan,Spring,New,184,10194.89,55.41,207,82,0.4706,4.5
FY2025-01,2025,Feb,WHSL,Wholesale,ST-0016,Cherry Blossom Cardigan,Garden Trellis,Girls,Tops,Cardigan,Spring,New,312,14374.71,46.07,505,426,0.3819,6.5
FY2025-02,2025,Mar,ECOM,Ecommerce,ST-0016,Cherry Blossom Cardigan,Garden Trellis,Girls,Tops,Cardigan,Spring,New,260,16527.12,63.57,576,142,0.311,11.1
FY2025-02,2025,Mar,STORE,Retail Stores,ST-0016,Cherry Blossom Cardigan,Garden Trellis,Girls,Tops,Cardigan,Spring,New,192,10969.77,57.13,293,38,0.3959,7.6
FY2025-02,2025,Mar,WHSL,Wholesale,ST-0016,Cherry Blossom Cardigan,Garden Trellis,Girls,Tops,Cardigan,Spring,New,108,4975.86,46.07,191,8,0.3612,8.8
FY2025-03,2025,Apr,ECOM,Ecommerce,ST-0016,Cherry Blossom Cardigan,Garden Trellis,Girls,Tops,Cardigan,Spring,New,616,38280.37,62.14,929,756,0.3987,6.0
FY2025-03,2025,Apr,STORE,Retail Stores,ST-0016,Cherry Blossom Cardigan,Garden Trellis,Girls,Tops,Cardigan,Spring,New,239,14161.77,59.25,365,193,0.3957,6.1
FY2025-03,2025,Apr,WHSL,Wholesale,ST-0016,Cherry Blossom Cardigan,Garden Trellis,Girls,Tops,Cardigan,Spring,New,382,17599.81,46.07,462,56,0.4526,4.8
FY2026-01,2026,Feb,ECOM,Ecommerce,ST-0016,Cherry Blossom Cardigan,Garden Trellis,Girls,Tops,Cardigan,Spring,New,299,16853.61,56.37,403,217,0.4259,5.4
FY2026-01,2026,Feb,STORE,Retail Stores,ST-0016,Cherry Blossom Cardigan,Garden Trellis,Girls,Tops,Cardigan,Spring,New,149,9037.9,60.66,260,113,0.3643,7.0
FY2026-01,2026,Feb,WHSL,Wholesale,ST-0016,Cherry Blossom Cardigan,Garden Trellis,Girls,Tops,Cardigan,Spring,New,225,10366.38,46.07,169,46,0.5711,3.0
FY2026-02,2026,Mar,ECOM,Ecommerce,ST-0016,Cherry Blossom Cardigan,Garden Trellis,Girls,Tops,Cardigan,Spring,New,211,12175.86,57.71,487,116,0.3023,11.5
FY2026-02,2026,Mar,STORE,Retail Stores,ST-0016,Cherry Blossom Cardigan,Garden Trellis,Girls,Tops,Cardigan,Spring,New,84,5211.04,62.04,179,68,0.3194,10.7
