month_key,fiscal_year,fiscal_month,fiscal_month_no,fiscal_quarter,channel_key,channel,division,department,actual_sales_dollars,actual_sales_units,actual_aur,actual_markdown_dollars,actual_shrink_dollars,actual_gross_margin_dollars,actual_gross_margin_pct,actual_bom_retail,actual_eom_retail,actual_receipts_retail,actual_receipts_cost
FY2026-05,2026,Jun,5,Q2,STORE,Retail Stores,Baby,Rompers,32092.99,679.0,47.27,5475.61,347.5,15049.07,0.4689,101063.42,73474.02,10326.7,3597.24
FY2026-06,2026,Jul,6,Q2,STORE,Retail Stores,Baby,Rompers,25061.42,503.0,49.82,3658.78,298.27,12675.55,0.5058,75683.91,77358.67,30693.23,11154.96
FY2024-01,2024,Feb,1,Q1,WHSL,Wholesale,Baby,Rompers,35993.94,1005.0,35.81,709.49,43.89,16554.44,0.4599,35052.22,35761.46,37456.56,20524.02
FY2024-02,2024,Mar,2,Q1,WHSL,Wholesale,Baby,Rompers,27098.82,725.0,37.38,463.53,31.04,12583.62,0.4644,35786.09,26436.53,18243.83,10513.41
FY2024-03,2024,Apr,3,Q1,WHSL,Wholesale,Baby,Rompers,12205.18,310.0,39.37,314.58,15.42,5582.92,0.4574,24651.58,16692.22,4575.82,2284.65
FY2024-04,2024,May,4,Q2,WHSL,Wholesale,Baby,Rompers,12491.17,328.0,38.08,219.83,11.91,5777.81,0.4626,14664.81,13608.99,11667.09,5740.91
FY2024-05,2024,Jun,5,Q2,WHSL,Wholesale,Baby,Rompers,27867.12,771.0,36.14,719.75,38.22,12729.99,0.4568,12999.4,23902.26,39527.95,22928.32
FY2024-06,2024,Jul,6,Q2,WHSL,Wholesale,Baby,Rompers,31723.31,873.0,36.34,780.31,31.26,14461.33,0.4559,24999.44,36903.75,44439.19,23730.48
FY2024-07,2024,Aug,7,Q3,WHSL,Wholesale,Baby,Rompers,14822.01,411.0,36.06,246.08,18.66,6891.75,0.465,33494.16,18407.41,0.0,0.0
FY2024-08,2024,Sep,8,Q3,WHSL,Wholesale,Baby,Rompers,22042.22,591.0,37.3,509.38,22.52,10110.64,0.4587,17037.14,22389.75,27926.73,12423.27
FY2024-09,2024,Oct,9,Q3,WHSL,Wholesale,Baby,Rompers,29982.46,785.0,38.19,491.22,30.03,13928.8,0.4646,18546.59,31466.19,43423.31,26746.62
FY2024-10,2024,Nov,10,Q4,WHSL,Wholesale,Baby,Rompers,20768.43,552.0,37.62,417.64,19.54,9524.02,0.4586,32078.92,16948.74,6075.43,3669.22
FY2024-11,2024,Dec,11,Q4,WHSL,Wholesale,Baby,Rompers,13470.23,363.0,37.11,319.65,12.3,6146.18,0.4563,19145.58,11036.17,5692.77,2682.65
FY2024-12,2024,Jan,12,Q4,WHSL,Wholesale,Baby,Rompers,13691.12,383.0,35.75,331.09,14.31,6246.21,0.4562,10999.25,14447.1,17484.37,9461.8
FY2025-01,2025,Feb,1,Q1,WHSL,Wholesale,Baby,Rompers,37995.26,996.0,38.15,980.67,47.48,17322.71,0.4559,14196.92,36393.39,61219.88,32858.82
FY2025-02,2025,Mar,2,Q1,WHSL,Wholesale,Baby,Rompers,30067.97,840.0,35.8,874.76,31.25,13649.54,0.454,40003.76,33749.29,24719.51,12707.32
FY2025-03,2025,Apr,3,Q1,WHSL,Wholesale,Baby,Rompers,14901.57,395.0,37.73,432.25,17.34,6743.6,0.4525,28537.41,17737.2,4550.95,1747.6
FY2025-04,2025,May,4,Q2,WHSL,Wholesale,Baby,Rompers,15849.66,425.0,37.29,269.03,13.64,7301.93,0.4607,16294.12,11031.26,10869.47,5454.01
FY2025-05,2025,Jun,5,Q2,WHSL,Wholesale,Baby,Rompers,32341.54,849.0,38.09,781.79,33.46,14790.98,0.4573,13430.6,29389.58,49115.77,23619.34
FY2025-06,2025,Jul,6,Q2,WHSL,Wholesale,Baby,Rompers,33743.63,914.0,36.92,794.45,38.16,15457.73,0.4581,27606.06,38313.23,45283.41,22247.61
FY2025-07,2025,Aug,7,Q3,WHSL,Wholesale,Baby,Rompers,16909.17,458.0,36.92,458.72,19.05,7687.65,0.4546,35978.87,20626.16,2034.23,911.91
FY2025-08,2025,Sep,8,Q3,WHSL,Wholesale,Baby,Rompers,26951.82,758.0,35.56,515.5,28.51,12429.31,0.4612,18990.16,21126.19,29631.86,16749.96
FY2025-09,2025,Oct,9,Q3,WHSL,Wholesale,Baby,Rompers,36897.33,962.0,38.35,1004.81,33.67,16677.26,0.452,22816.06,39525.4,54645.15,25751.89
FY2025-10,2025,Nov,10,Q4,WHSL,Wholesale,Baby,Rompers,24930.97,659.0,37.83,490.75,28.21,11430.53,0.4585,35914.5,22095.56,11630.99,5097.39
FY2025-11,2025,Dec,11,Q4,WHSL,Wholesale,Baby,Rompers,16040.86,444.0,36.13,474.33,15.07,7216.63,0.4499,22732.13,12328.44,6126.57,3004.57
FY2025-12,2025,Jan,12,Q4,WHSL,Wholesale,Baby,Rompers,17250.56,450.0,38.33,307.5,18.53,7957.92,0.4613,12846.87,15816.38,20546.1,8645.15
FY2026-01,2026,Feb,1,Q1,WHSL,Wholesale,Baby,Rompers,40092.5,1119.0,35.83,1181.66,49.32,18095.65,0.4513,15664.78,38348.57,64007.27,39813.01
FY2026-02,2026,Mar,2,Q1,WHSL,Wholesale,Baby,Rompers,37596.17,1017.0,36.97,649.35,39.77,17355.75,0.4616,39294.96,25771.51,24761.84,12080.42
FY2026-03,2026,Apr,3,Q1,WHSL,Wholesale,Baby,Rompers,16394.14,448.0,36.59,419.56,12.95,7455.43,0.4548,28292.4,15967.91,4502.16,2393.16
FY2026-04,2026,May,4,Q2,WHSL,Wholesale,Baby,Rompers,13595.05,358.0,37.98,363.63,13.97,6186.51,0.4551,16071.56,15423.88,13324.97,6998.15
FY2026-05,2026,Jun,5,Q2,WHSL,Wholesale,Baby,Rompers,35409.73,977.0,36.24,852.82,40.26,16177.7,0.4569,13978.62,27838.28,50162.47,26176.55
FY2026-06,2026,Jul,6,Q2,WHSL,Wholesale,Baby,Rompers,37986.63,1020.0,37.24,535.69,43.1,17697.06,0.4659,28289.1,38549.35,48825.67,27813.99
FY2024-01,2024,Feb,1,Q1,ECOM,Ecommerce,Baby,Sets,25512.41,436.0,58.51,3553.55,92.69,12395.3,0.4859,71456.89,63169.55,20871.31,7539.34
FY2024-02,2024,Mar,2,Q1,ECOM,Ecommerce,Baby,Sets,33228.1,549.0,60.52,3886.39,136.6,17256.63,0.5193,68111.89,71325.54,40464.74,13587.83
FY2024-03,2024,Apr,3,Q1,ECOM,Ecommerce,Baby,Sets,34099.3,587.0,58.09,5463.39,146.53,16867.62,0.4947,73701.99,114774.47,80781.7,29878.45
FY2024-04,2024,May,4,Q2,ECOM,Ecommerce,Baby,Sets,28602.75,494.0,57.9,5631.52,148.3,13296.7,0.4649,113068.0,95070.27,16384.84,5035.33
FY2024-05,2024,Jun,5,Q2,ECOM,Ecommerce,Baby,Sets,28618.49,502.0,57.01,3324.55,139.68,15220.07,0.5318,91357.56,69930.45,10655.61,3315.71
FY2024-06,2024,Jul,6,Q2,ECOM,Ecommerce,Baby,Sets,27755.29,477.0,58.19,3184.48,137.42,14159.34,0.5101,67068.93,63640.86,27649.12,11262.85
FY2024-07,2024,Aug,7,Q3,ECOM,Ecommerce,Baby,Sets,24870.3,420.0,59.22,3537.66,126.92,12583.17,0.506,67978.85,77351.85,37907.88,14676.05
FY2024-08,2024,Sep,8,Q3,ECOM,Ecommerce,Baby,Sets,28477.87,480.0,59.33,4049.49,116.08,14177.13,0.4978,75789.25,61072.55,17926.74,6756.05
FY2024-09,2024,Oct,9,Q3,ECOM,Ecommerce,Baby,Sets,29292.82,513.0,57.1,5344.46,123.33,13547.19,0.4625,63874.78,79745.96,50631.79,19560.64
FY2024-10,2024,Nov,10,Q4,ECOM,Ecommerce,Baby,Sets,43382.54,715.0,60.67,5758.3,202.15,22079.93,0.509,83307.25,129698.99,95734.73,33150.56
FY2024-11,2024,Dec,11,Q4,ECOM,Ecommerce,Baby,Sets,46684.87,764.0,61.11,5105.86,199.43,24892.69,0.5332,131916.7,105027.59,25101.05,10207.42
FY2024-12,2024,Jan,12,Q4,ECOM,Ecommerce,Baby,Sets,19184.59,321.0,59.77,2327.89,64.22,9928.86,0.5175,105576.65,83999.95,0.0,0.0
FY2025-01,2025,Feb,1,Q1,ECOM,Ecommerce,Baby,Sets,22334.07,380.0,58.77,3155.46,126.37,11498.35,0.5148,84134.66,77779.59,19260.83,8182.6
FY2025-02,2025,Mar,2,Q1,ECOM,Ecommerce,Baby,Sets,33433.35,546.0,61.23,4957.85,145.44,16964.42,0.5074,76781.13,87873.3,49628.81,17396.52
FY2025-03,2025,Apr,3,Q1,ECOM,Ecommerce,Baby,Sets,34743.67,587.0,59.19,4582.06,170.67,18463.8,0.5314,86468.76,121684.65,74712.29,24844.08
FY2025-04,2025,May,4,Q2,ECOM,Ecommerce,Baby,Sets,38764.21,676.0,57.34,4539.03,153.04,20302.33,0.5237,111863.04,123748.9,55342.14,18474.53
FY2025-05,2025,Jun,5,Q2,ECOM,Ecommerce,Baby,Sets,32805.16,534.0,61.43,4818.71,139.36,16424.45,0.5007,118290.66,80527.43,0.0,0.0
FY2025-06,2025,Jul,6,Q2,ECOM,Ecommerce,Baby,Sets,26311.59,468.0,56.22,3478.69,112.23,13618.37,0.5176,78985.22,87838.39,38755.68,14876.5
FY2025-07,2025,Aug,7,Q3,ECOM,Ecommerce,Baby,Sets,28028.27,493.0,56.85,4576.8,140.05,13792.23,0.4921,86130.41,94561.79,41176.5,14101.16
FY2025-08,2025,Sep,8,Q3,ECOM,Ecommerce,Baby,Sets,27993.22,494.0,56.67,4431.46,149.97,14114.53,0.5042,91505.2,82672.08,23741.53,9496.72
FY2025-09,2025,Oct,9,Q3,ECOM,Ecommerce,Baby,Sets,30596.4,527.0,58.06,5021.0,151.61,15185.87,0.4963,75973.44,109739.35,69534.92,21351.25
FY2025-10,2025,Nov,10,Q4,ECOM,Ecommerce,Baby,Sets,41899.19,710.0,59.01,8495.11,213.92,19529.67,0.4661,103926.15,162378.09,109060.16,38253.57
FY2025-11,2025,Dec,11,Q4,ECOM,Ecommerce,Baby,Sets,52166.16,911.0,57.26,8739.82,223.41,24892.09,0.4772,149754.36,116523.12,27898.15,9238.13
FY2025-12,2025,Jan,12,Q4,ECOM,Ecommerce,Baby,Sets,19775.18,365.0,54.18,4409.53,85.91,8552.53,0.4325,116699.91,92429.29,0.0,0.0
FY2026-01,2026,Feb,1,Q1,ECOM,Ecommerce,Baby,Sets,26574.29,451.0,58.92,5097.8,106.53,12442.41,0.4682,91511.45,90379.83,30647.0,11044.08
FY2026-02,2026,Mar,2,Q1,ECOM,Ecommerce,Baby,Sets,41571.15,717.0,57.98,7120.81,174.08,19527.77,0.4697,88875.53,94504.28,54494.79,19723.46
FY2026-03,2026,Apr,3,Q1,ECOM,Ecommerce,Baby,Sets,50064.73,841.0,59.53,7891.15,231.51,23818.84,0.4758,93315.88,127645.26,92516.77,27760.35
FY2026-04,2026,May,4,Q2,ECOM,Ecommerce,Baby,Sets,37739.49,646.0,58.42,7239.9,172.17,17808.08,0.4719,132297.89,134736.05,47589.72,17198.0
FY2026-05,2026,Jun,5,Q2,ECOM,Ecommerce,Baby,Sets,43260.99,770.0,56.18,7084.92,161.36,20052.39,0.4635,128779.98,90941.92,12669.21,4807.5
FY2026-06,2026,Jul,6,Q2,ECOM,Ecommerce,Baby,Sets,35260.68,592.0,59.56,5698.54,174.24,16754.86,0.4752,95960.81,94428.81,39601.46,14161.07
FY2024-01,2024,Feb,1,Q1,STORE,Retail Stores,Baby,Sets,10499.76,180.0,58.33,1478.46,92.91,5245.95,0.4996,30905.35,31569.52,12735.3,3754.67
FY2024-02,2024,Mar,2,Q1,STORE,Retail Stores,Baby,Sets,12798.9,213.0,60.09,1454.84,112.15,6871.86,0.5369,31245.5,34760.63,17881.02,5811.43
FY2024-03,2024,Apr,3,Q1,STORE,Retail Stores,Baby,Sets,16945.55,282.0,60.09,1805.15,127.63,9036.54,0.5333,32382.06,43315.66,29811.93,12860.91
FY2024-04,2024,May,4,Q2,STORE,Retail Stores,Baby,Sets,15954.53,278.0,57.39,1250.23,149.84,8877.11,0.5564,47880.0,45194.93,14669.53,4666.51
FY2024-05,2024,Jun,5,Q2,STORE,Retail Stores,Baby,Sets,13493.23,235.0,57.42,1311.96,111.83,7329.15,0.5432,44953.62,32215.74,2179.14,835.52
FY2024-06,2024,Jul,6,Q2,STORE,Retail Stores,Baby,Sets,11959.86,208.0,57.5,1034.39,108.42,6587.77,0.5508,32292.76,33955.83,14765.74,4642.99
FY2024-07,2024,Aug,7,Q3,STORE,Retail Stores,Baby,Sets,11791.61,202.0,58.37,1113.57,116.8,6461.28,0.548,33541.13,34658.72,14139.57,4958.83
FY2024-08,2024,Sep,8,Q3,STORE,Retail Stores,Baby,Sets,14705.63,254.0,57.9,1440.66,143.15,7776.55,0.5288,34020.82,27050.08,9318.7,3804.98
FY2024-09,2024,Oct,9,Q3,STORE,Retail Stores,Baby,Sets,13124.67,227.0,57.82,1505.52,117.06,6958.74,0.5302,29690.93,38443.82,23500.14,7442.89
FY2024-10,2024,Nov,10,Q4,STORE,Retail Stores,Baby,Sets,18007.7,321.0,56.1,3030.46,195.71,8812.67,0.4894,37289.35,59089.6,43034.12,14113.59
FY2024-11,2024,Dec,11,Q4,STORE,Retail Stores,Baby,Sets,21260.27,375.0,56.69,3095.82,195.86,10563.89,0.4969,57011.74,47579.67,15119.88,5687.65
FY2024-12,2024,Jan,12,Q4,STORE,Retail Stores,Baby,Sets,8096.1,138.0,58.67,857.78,65.15,4385.87,0.5417,48329.21,39310.18,0.0,0.0
FY2025-01,2025,Feb,1,Q1,STORE,Retail Stores,Baby,Sets,11316.7,194.0,58.33,1286.4,100.38,5980.32,0.5285,38658.43,33334.56,7379.61,2708.27
FY2025-02,2025,Mar,2,Q1,STORE,Retail Stores,Baby,Sets,15907.89,265.0,60.03,1373.64,175.07,8882.04,0.5583,32994.68,36379.35,20841.27,8268.14
FY2025-03,2025,Apr,3,Q1,STORE,Retail Stores,Baby,Sets,18050.14,311.0,58.04,1833.25,148.42,9766.38,0.5411,36781.46,51166.23,34416.58,14615.95
FY2025-04,2025,May,4,Q2,STORE,Retail Stores,Baby,Sets,16613.68,285.0,58.29,1779.16,159.57,8946.2,0.5385,53502.51,52824.82,17874.72,6224.33
FY2025-05,2025,Jun,5,Q2,STORE,Retail Stores,Baby,Sets,15336.48,269.0,57.01,1697.76,149.18,8100.33,0.5282,50144.37,33918.27,957.32,340.71
FY2025-06,2025,Jul,6,Q2,STORE,Retail Stores,Baby,Sets,12195.08,199.0,61.28,1033.99,143.92,6899.88,0.5658,34458.47,41843.58,20758.1,7238.0
FY2025-07,2025,Aug,7,Q3,STORE,Retail Stores,Baby,Sets,15945.6,263.0,60.63,1706.28,101.76,8285.73,0.5196,40307.05,33287.37,10733.96,4481.8
FY2025-08,2025,Sep,8,Q3,STORE,Retail Stores,Baby,Sets,13464.73,229.0,58.8,1434.67,132.0,7344.35,0.5455,36985.52,39012.07,17057.95,5009.47
FY2025-09,2025,Oct,9,Q3,STORE,Retail Stores,Baby,Sets,14085.83,246.0,57.26,2457.65,157.03,6815.51,0.4839,35316.69,44835.34,26219.16,9812.54
FY2025-10,2025,Nov,10,Q4,STORE,Retail Stores,Baby,Sets,25666.58,444.0,57.81,2908.62,192.13,13168.08,0.513,44195.5,62801.14,47372.97,15801.4
FY2025-11,2025,Dec,11,Q4,STORE,Retail Stores,Baby,Sets,22635.91,385.0,58.79,1780.23,230.74,12866.75,0.5684,65522.68,59665.05,18789.25,6220.72
FY2025-12,2025,Jan,12,Q4,STORE,Retail Stores,Baby,Sets,9067.81,162.0,55.97,640.48,82.95,5218.46,0.5755,56754.47,46963.23,0.0,0.0
FY2026-01,2026,Feb,1,Q1,STORE,Retail Stores,Baby,Sets,14435.79,249.0,57.98,1574.29,117.75,7583.14,0.5253,46115.55,38575.24,8587.52,3270.87
FY2026-02,2026,Mar,2,Q1,STORE,Retail Stores,Baby,Sets,19835.61,330.0,60.11,2427.71,152.81,10208.1,0.5146,40411.01,45012.27,27017.39,8906.45
FY2026-03,2026,Apr,3,Q1,STORE,Retail Stores,Baby,Sets,23047.06,401.0,57.47,2972.06,163.98,11601.51,0.5034,47042.01,62441.71,41582.8,14020.74
FY2026-04,2026,May,4,Q2,STORE,Retail Stores,Baby,Sets,20633.84,352.0,58.62,2238.78,188.64,10922.93,0.5294,64245.24,57169.04,15985.06,5808.16
FY2026-05,2026,Jun,5,Q2,STORE,Retail Stores,Baby,Sets,20658.42,379.0,54.51,2084.96,137.38,10866.53,0.526,59024.5,38246.3,2102.56,743.18
FY2026-06,2026,Jul,6,Q2,STORE,Retail Stores,Baby,Sets,16803.31,286.0,58.75,1763.75,176.78,8821.19,0.525,41349.43,41359.52,18753.93,7084.72
FY2024-01,2024,Feb,1,Q1,WHSL,Wholesale,Baby,Sets,16299.24,365.0,44.66,373.28,15.8,7489.7,0.4595,17347.84,15779.7,15120.18,9208.35
FY2024-02,2024,Mar,2,Q1,WHSL,Wholesale,Baby,Sets,13575.84,305.0,44.51,361.63,14.38,6171.51,0.4546,18020.03,12809.67,8741.49,4392.02
FY2024-03,2024,Apr,3,Q1,WHSL,Wholesale,Baby,Sets,6109.04,136.0,44.92,127.59,6.56,2820.4,0.4617,11500.89,7721.03,2463.33,1322.27
FY2024-04,2024,May,4,Q2,WHSL,Wholesale,Baby,Sets,7161.75,160.0,44.76,154.47,6.6,3266.97,0.4562,6979.52,5218.59,5561.89,3081.56
FY2024-05,2024,Jun,5,Q2,WHSL,Wholesale,Baby,Sets,16133.38,362.0,44.57,307.91,16.47,7422.46,0.4601,6092.55,8555.47,18920.68,9999.67
FY2024-06,2024,Jul,6,Q2,WHSL,Wholesale,Baby,Sets,16090.01,349.0,46.1,322.78,21.23,7407.7,0.4604,12841.06,16089.04,19682.0,10408.99
FY2024-07,2024,Aug,7,Q3,WHSL,Wholesale,Baby,Sets,8498.14,192.0,44.26,143.65,6.79,3928.79,0.4623,16835.32,8186.74,0.0,0.0
FY2024-08,2024,Sep,8,Q3,WHSL,Wholesale,Baby,Sets,10090.65,229.0,44.06,301.23,12.04,4576.03,0.4535,8583.96,9935.17,11755.13,6795.13
FY2024-09,2024,Oct,9,Q3,WHSL,Wholesale,Baby,Sets,15231.37,342.0,44.54,347.09,20.62,6992.03,0.4591,9746.22,19082.13,24934.99,12555.32
FY2024-10,2024,Nov,10,Q4,WHSL,Wholesale,Baby,Sets,9124.94,206.0,44.3,244.92,10.31,4140.08,0.4537,16046.13,9210.91,2544.95,1296.64
FY2024-11,2024,Dec,11,Q4,WHSL,Wholesale,Baby,Sets,7393.06,163.0,45.36,159.59,7.68,3376.47,0.4567,9043.73,5369.5,3886.1,1524.83
FY2024-12,2024,Jan,12,Q4,WHSL,Wholesale,Baby,Sets,7262.85,161.0,45.11,196.28,9.34,3288.93,0.4528,5762.01,7286.65,8993.11,4454.85
FY2025-01,2025,Feb,1,Q1,WHSL,Wholesale,Baby,Sets,17881.43,403.0,44.37,450.47,21.56,8176.86,0.4573,6800.77,18808.57,30361.26,17677.72
FY2025-02,2025,Mar,2,Q1,WHSL,Wholesale,Baby,Sets,16657.27,378.0,44.07,411.07,18.66,7594.49,0.4559,20944.09,14577.26,10720.17,4688.49
FY2025-03,2025,Apr,3,Q1,WHSL,Wholesale,Baby,Sets,8108.35,184.0,44.07,163.4,8.3,3732.67,0.4603,12866.24,8650.28,4064.09,2174.67
FY2025-04,2025,May,4,Q2,WHSL,Wholesale,Baby,Sets,6905.72,157.0,43.99,167.7,8.34,3149.67,0.4561,8357.47,7178.25,5902.54,2688.32
FY2025-05,2025,Jun,5,Q2,WHSL,Wholesale,Baby,Sets,15815.67,347.0,45.58,347.39,20.02,7281.88,0.4604,7067.73,19198.39,28313.74,14193.73
FY2025-06,2025,Jul,6,Q2,WHSL,Wholesale,Baby,Sets,17114.83,398.0,43.0,316.5,23.82,7923.61,0.463,13858.66,21938.45,25534.94,11436.75
FY2025-07,2025,Aug,7,Q3,WHSL,Wholesale,Baby,Sets,9151.28,204.0,44.86,201.08,9.87,4192.6,0.4581,19369.03,10006.8,0.0,0.0
FY2025-08,2025,Sep,8,Q3,WHSL,Wholesale,Baby,Sets,14315.61,328.0,43.65,335.87,16.75,6522.92,0.4557,9969.65,9728.43,14427.01,8730.53
FY2025-09,2025,Oct,9,Q3,WHSL,Wholesale,Baby,Sets,16540.24,379.0,43.64,389.84,20.44,7583.95,0.4585,10634.76,17972.92,24288.68,12105.13
FY2025-10,2025,Nov,10,Q4,WHSL,Wholesale,Baby,Sets,11855.08,263.0,45.08,314.91,13.48,5359.09,0.4521,18240.0,10922.14,4865.61,2604.49
FY2025-11,2025,Dec,11,Q4,WHSL,Wholesale,Baby,Sets,7319.7,167.0,43.83,123.71,8.61,3401.24,0.4647,11734.96,6893.07,2610.13,1187.04
FY2025-12,2025,Jan,12,Q4,WHSL,Wholesale,Baby,Sets,8048.14,178.0,45.21,154.82,8.03,3714.77,0.4616,6395.11,8137.74,9953.62,5461.85
FY2026-01,2026,Feb,1,Q1,WHSL,Wholesale,Baby,Sets,21576.49,482.0,44.76,581.22,21.64,9812.9,0.4548,8239.46,22793.13,36733.02,19852.72
FY2026-02,2026,Mar,2,Q1,WHSL,Wholesale,Baby,Sets,20194.02,443.0,45.58,385.85,20.76,9300.47,0.4606,22011.99,16513.29,15101.93,7396.14
FY2026-03,2026,Apr,3,Q1,WHSL,Wholesale,Baby,Sets,10081.71,232.0,43.46,233.19,9.01,4589.96,0.4553,16741.87,8058.95,1640.99,841.37
FY2026-04,2026,May,4,Q2,WHSL,Wholesale,Baby,Sets,7664.84,173.0,44.31,166.47,7.27,3523.95,0.4598,8946.6,8077.32,6969.3,4683.39
FY2026-05,2026,Jun,5,Q2,WHSL,Wholesale,Baby,Sets,18201.25,414.0,43.96,402.89,21.01,8375.47,0.4602,8443.18,14950.16,25132.13,13550.28
FY2026-06,2026,Jul,6,Q2,WHSL,Wholesale,Baby,Sets,18647.06,420.0,44.4,455.85,25.49,8549.77,0.4585,15229.18,21790.27,25689.49,15568.65
FY2024-01,2024,Feb,1,Q1,ECOM,Ecommerce,Baby,Sleepwear,53315.35,1480.0,36.02,7288.14,236.17,26955.53,0.5056,148876.11,150334.41,62297.96,20971.36
FY2024-02,2024,Mar,2,Q1,ECOM,Ecommerce,Baby,Sleepwear,81464.62,2022.0,40.29,8567.34,334.91,42760.95,0.5249,147606.48,172676.9,115437.29,41550.17
FY2024-03,2024,Apr,3,Q1,ECOM,Ecommerce,Baby,Sleepwear,92618.74,2367.0,39.13,10730.56,348.83,47367.18,0.5114,180822.7,217864.22,140739.65,53465.46
FY2024-04,2024,May,4,Q2,ECOM,Ecommerce,Baby,Sleepwear,84898.11,2236.0,37.97,11822.6,312.98,41683.05,0.491,228367.61,217856.36,86522.44,27480.84
FY2024-05,2024,Jun,5,Q2,ECOM,Ecommerce,Baby,Sleepwear,70066.42,1816.0,38.58,10756.36,363.98,34293.06,0.4894,223028.49,162627.49,20785.76,7798.76
FY2024-06,2024,Jul,6,Q2,ECOM,Ecommerce,Baby,Sleepwear,62027.95,1599.0,38.79,8998.95,207.81,30186.87,0.4867,161203.97,161391.19,71421.93,24749.8
FY2024-07,2024,Aug,7,Q3,ECOM,Ecommerce,Baby,Sleepwear,70241.22,1712.0,41.03,10722.55,288.81,33483.71,0.4767,167343.4,172656.11,86565.29,33239.16
FY2024-08,2024,Sep,8,Q3,ECOM,Ecommerce,Baby,Sleepwear,69721.0,1708.0,40.82,11574.65,266.3,32508.11,0.4663,183298.86,148628.04,46891.13,16292.62
FY2024-09,2024,Oct,9,Q3,ECOM,Ecommerce,Baby,Sleepwear,71573.99,1743.0,41.06,9149.7,362.09,36565.64,0.5109,152714.73,194181.67,122552.72,43041.23
FY2024-10,2024,Nov,10,Q4,ECOM,Ecommerce,Baby,Sleepwear,93195.04,2441.0,38.18,16109.55,405.46,44424.19,0.4767,194635.66,306818.69,221893.08,77879.02
FY2024-11,2024,Dec,11,Q4,ECOM,Ecommerce,Baby,Sleepwear,122049.69,3142.0,38.84,18849.03,469.54,57847.14,0.474,296296.12,236501.44,81573.58,27795.84
FY2024-12,2024,Jan,12,Q4,ECOM,Ecommerce,Baby,Sleepwear,43557.3,1056.0,41.25,5501.83,184.54,22347.23,0.5131,250561.78,201318.11,0.0,0.0
FY2025-01,2025,Feb,1,Q1,ECOM,Ecommerce,Baby,Sleepwear,57094.09,1450.0,39.38,9451.06,285.98,27245.24,0.4772,201621.63,159757.62,24967.12,7611.58
FY2025-02,2025,Mar,2,Q1,ECOM,Ecommerce,Baby,Sleepwear,87774.93,2356.0,37.26,14919.24,365.84,40729.2,0.464,160223.67,177893.68,120730.02,40181.9
FY2025-03,2025,Apr,3,Q1,ECOM,Ecommerce,Baby,Sleepwear,93674.85,2491.0,37.61,12766.96,386.67,47566.14,0.5078,188369.56,279229.77,197688.69,69878.65
FY2025-04,2025,May,4,Q2,ECOM,Ecommerce,Baby,Sleepwear,99679.49,2459.0,40.54,12521.3,410.72,49986.76,0.5015,275479.27,266594.15,103726.39,33048.06
FY2025-05,2025,Jun,5,Q2,ECOM,Ecommerce,Baby,Sleepwear,76165.6,1800.0,42.31,14366.34,378.27,35013.98,0.4597,263090.58,186416.32,14235.95,5782.21
FY2025-06,2025,Jul,6,Q2,ECOM,Ecommerce,Baby,Sleepwear,77454.24,1957.0,39.58,9852.36,186.33,38508.89,0.4972,186189.84,194482.67,95785.76,37243.98
FY2025-07,2025,Aug,7,Q3,ECOM,Ecommerce,Baby,Sleepwear,71950.21,1781.0,40.4,12329.67,348.9,33904.15,0.4712,205514.82,198140.58,77254.54,30892.77
FY2025-08,2025,Sep,8,Q3,ECOM,Ecommerce,Baby,Sleepwear,77701.74,1960.0,39.64,9548.35,316.97,40331.72,0.5191,199675.91,186034.85,73926.0,27163.84
FY2025-09,2025,Oct,9,Q3,ECOM,Ecommerce,Baby,Sleepwear,81245.93,2013.0,40.36,10138.33,361.02,41925.23,0.516,186536.66,217780.24,122988.86,46744.79
FY2025-10,2025,Nov,10,Q4,ECOM,Ecommerce,Baby,Sleepwear,143023.28,3787.0,37.77,19860.19,570.91,68015.3,0.4756,223933.72,330712.66,270233.32,92838.53
FY2025-11,2025,Dec,11,Q4,ECOM,Ecommerce,Baby,Sleepwear,103895.13,2622.0,39.62,15829.71,518.09,53548.04,0.5154,354732.96,325576.29,91086.26,25110.07
FY2025-12,2025,Jan,12,Q4,ECOM,Ecommerce,Baby,Sleepwear,52076.98,1313.0,39.66,8649.1,225.93,24576.99,0.4719,297462.01,236510.0,0.0,0.0
FY2026-01,2026,Feb,1,Q1,ECOM,Ecommerce,Baby,Sleepwear,77992.98,1960.0,39.79,8774.64,301.9,40297.11,0.5167,239764.36,186213.11,33518.27,11184.23
FY2026-02,2026,Mar,2,Q1,ECOM,Ecommerce,Baby,Sleepwear,108159.12,2718.0,39.79,14032.63,400.67,54019.07,0.4994,194670.14,233126.23,161048.51,50063.12
FY2026-03,2026,Apr,3,Q1,ECOM,Ecommerce,Baby,Sleepwear,112549.53,2911.0,38.66,19883.96,505.55,52123.09,0.4631,235023.05,280910.56,178826.55,77367.23
FY2026-04,2026,May,4,Q2,ECOM,Ecommerce,Baby,Sleepwear,94292.11,2444.0,38.58,16207.27,343.01,45305.33,0.4805,313170.14,291823.11,89495.36,31932.97
FY2026-05,2026,Jun,5,Q2,ECOM,Ecommerce,Baby,Sleepwear,84442.74,2146.0,39.35,10918.85,435.3,44465.44,0.5266,282830.29,223531.39,36497.99,11193.94
